taxon,common_name,functional_group,commercial_group,group,weights,confidence,evidence,explanation
Stellifer minor,Minor stardrum,Medium demersals (30 - 89 cm),Perch-likes,Medium sciaenids,,medium,analogue,"Analyst sciaenid extension: source explicitly separates Ctenosciaena into Small demersal fish and a Medium sciaenids pool (Tam 2008 p.353); the family label spans both, named medium croakers use the latter."
Cancer porteri,Boco,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Argobuccinum pustulosum,Swollen trumpet,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Gari solida,Pacific clam,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Homalaspis plana,Blackberry crab,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Perciformes,Perch-likes,Medium demersals (30 - 89 cm),Perch-likes,Small demersal fish | Medium demersal fish | Medium sciaenids,,low,composite_split,"Analyst residual-catch composite, SAU Medium demersals (30 - 89 cm). Candidate residual groups are constrained by source habitat and Table E feeding guilds; dedicated stocks are excluded. Catch-composition weights are estimated, not a source species list."
Gadiformes,Cods,Medium benthopelagics (30 - 89 cm),Cod-likes,Unresolved,,unresolved,none,This coarse/deep demersal label can include southern gadiform stocks; no evidence justifies assigning all of it to the northern Peruvian hake stock.
Seriolella violacea,Palm ruff,Medium pelagics (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Seriolella violacea; source size/habitat labels alone do not resolve its placement.
Labrisomus philippii,Chalapo clinid,Medium demersals (30 - 89 cm),Perch-likes,Small demersal fish,,high,inherited_model,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Labrisomus philippii matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Callorhinchus callorynchus,Plownose chimaera,Small to medium rays (<90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Hoplostethus atlanticus,Orange roughy,Medium bathypelagics (30 - 89 cm),Other fishes & inverts,Unresolved,,unresolved,none,The 4-16 S coastal model lacks a documented deep pelagic stock or comparable feeding compartment for this taxon.
Magallana gigas,Pacific cupped oyster,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Seriola lalandi,Yellowtail amberjack,Large benthopelagics (>=90 cm),Perch-likes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Graus nigra,Mulata,Medium demersals (30 - 89 cm),Other fishes & inverts,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Graus nigra; source size/habitat labels alone do not resolve its placement.
Hippoglossina macrops,Bigeye flounder,Small to medium flatfishes (<90 cm),Flatfishes,Flatfish,,high,taxonomic_containment,Flatfish taxon falls within the source Flatfish pool; examples Paralichthys and Hippoglossina are given in Tam (2008) p.353.
Scorpaeniformes,"Scorpionfishes, flatheads",Medium demersals (30 - 89 cm),Scorpionfishes,Small demersal fish | Medium demersal fish | Medium sciaenids,,low,composite_split,"Analyst residual-catch composite, SAU Medium demersals (30 - 89 cm). Candidate residual groups are constrained by source habitat and Table E feeding guilds; dedicated stocks are excluded. Catch-composition weights are estimated, not a source species list."
Seriola,Amberjacks,Large benthopelagics (>=90 cm),Perch-likes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Mulinia edulis,taquilla clam,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Tegula atra,Smooth black trochid,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Fissurella latimarginata, ,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Athyonidium chilensis,Burrowing shaggy sea cucumber,Other demersal invertebrates,Other fishes & inverts,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Paralichthys,Paralichthyid flounders,Small to medium flatfishes (<90 cm),Flatfishes,Flatfish,,high,taxonomic_containment,Flatfish taxon falls within the source Flatfish pool; examples Paralichthys and Hippoglossina are given in Tam (2008) p.353.
Fissurella cumingi,keyhole limpet,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Penaeus californiensis,Yellowleg shrimp,Shrimps,Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Ovalipes trimaculatus,Rowing crab,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Galeorhinus galeus,Tope shark,Large sharks (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Thunnus alalunga,Albacore,Large pelagics (>=90 cm),Tuna & billfishes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Other small pelagic fish | Horse mackerel | Other large pelagic fish | Butter fishes,model_catch,low,composite_split,"Carangidae includes source horse mackerel and the butter-fish example Trachinotus, as well as other small/large pelagics; size and feeding data do not identify one stock. This broad analyst composite uses period model catch."
Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei",Shrimps,Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Enteroctopus megalocyathus,Patagonian giant octopus,Cephalopods,Other fishes & inverts,Other cephalopods,,high,taxonomic_containment,Cephalopod other than Dosidicus gigas belongs to Other cephalopods; Tam (2008) p.353 explicitly separates the jumbo squid stock.
Istiophoridae,Billfishes,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Billfish is outside the documented source examples and no oceanic billfish stock/feeding compartment is supplied; a coastal pelagic-piscivore analogy is insufficiently established.
Chrysaora plocamia,South American sea nettle,Jellyfish,Other fishes & inverts,Chrysaora plocamia,,high,explicit_member,Focal model adopts Tam et al. (2008) pp.353-354 membership (Chiaverano 2018 p.30); Chrysaora plocamia matches the printed species or recorded synonym. Peruvian hake spans three source size classes and uses fixed model catch weights.
Pinguipes chilensis,Chilean sandperch,Medium demersals (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Medium demersals (30 - 89 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Rajiformes,Skates and rays,Large rays (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Xanthochorus cassidiformis,Orange whelk,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Panulirus gracilis,Blue spiny lobster,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Mustelus,Smoothhounds,Large sharks (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Emmelichthys nitidus,Cape bonnetmouth,Medium bathydemersals (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Emmelichthys nitidus; source size/habitat labels alone do not resolve its placement.
Tetrapturus,Spearfishes,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Billfish is outside the documented source examples and no oceanic billfish stock/feeding compartment is supplied; a coastal pelagic-piscivore analogy is insufficiently established.
Nemadactylus,Porae,Medium demersals (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Medium demersals (30 - 89 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Kajikia audax,Striped marlin,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Billfish is outside the documented source examples and no oceanic billfish stock/feeding compartment is supplied; a coastal pelagic-piscivore analogy is insufficiently established.
Genypterus,Genypterid cuskeels,Large bathydemersals (>=90 cm),Other fishes & inverts,Unresolved,,unresolved,none,"Source names Conger without a member list; snake eels and cusk-eels cannot be declared members from a shared eel-like shape, and the relevant demersal trophic analogue is not established."
Zygochlamys patagonica,Patagonean scallop,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Dipturus trachyderma,Ray,Large rays (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Istiophorus platypterus,Indo-Pacific sailfish,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Billfish is outside the documented source examples and no oceanic billfish stock/feeding compartment is supplied; a coastal pelagic-piscivore analogy is insufficiently established.
Squalus acanthias,Picked dogfish,Large sharks (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Galatheidae,Squat lobsters,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Rhynchocinetes typus,Rabbitnose shrimp,Shrimps,Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Lamna nasus,Porbeagle,Large sharks (>=90 cm),Sharks & rays,Chondrichthyans,,medium,analogue,Analyst inference: pelagic predatory shark corresponds to Chondrichthyans after the benthic elasmobranch pool is excluded (Tam 2008 p.354; Table E apex predatory fish).
Coelorinchus chilensis,Chilean grenadier,Medium benthopelagics (30 - 89 cm),Cod-likes,Unresolved,,unresolved,none,This coarse/deep demersal label can include southern gadiform stocks; no evidence justifies assigning all of it to the northern Peruvian hake stock.
Cancer plebejus,Chilean crab,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Fistularia corneta,Pacific cornetfish,Large pelagics (>=90 cm),Other fishes & inverts,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Fistularia corneta; source size/habitat labels alone do not resolve its placement.
Trichiuridae,Cutlassfishes,Large benthopelagics (>=90 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Trichiuridae; source size/habitat labels alone do not resolve its placement.
Cynoglossidae,Tonguefishes,Small to medium flatfishes (<90 cm),Flatfishes,Flatfish,,high,taxonomic_containment,Flatfish taxon falls within the source Flatfish pool; examples Paralichthys and Hippoglossina are given in Tam (2008) p.353.
Lampris guttatus,Opah,Large bathypelagics (>=90 cm),Other fishes & inverts,Unresolved,,unresolved,none,The 4-16 S coastal model lacks a documented deep pelagic stock or comparable feeding compartment for this taxon.
Epinephelus,"Seabasses, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst family/genus extension from source Paralabrax humeralis and Hemanthias peruanus to the Medium demersal fish pool (Tam 2008 p.353); species diets vary, so this is low confidence."
Isurus,Mako sharks,Large sharks (>=90 cm),Sharks & rays,Chondrichthyans,,medium,analogue,Analyst inference: pelagic predatory shark corresponds to Chondrichthyans after the benthic elasmobranch pool is excluded (Tam 2008 p.354; Table E apex predatory fish).
Rajidae,Stingrays,Large rays (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Aplodactylus punctatus,Aplodactylus punctatus,Medium demersals (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Aplodactylus punctatus; source size/habitat labels alone do not resolve its placement.
Euthynnus lineatus,Black skipjack,Medium pelagics (30 - 89 cm),Tuna & billfishes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Chondrichthyes,"Sharks, rays, chimaeras",Large sharks (>=90 cm),Sharks & rays,Benthic elasmobranchs | Chondrichthyans,,low,composite_split,Coarse cartilaginous-fish label spans source benthic elasmobranchs and apex Chondrichthyans; source does not supply a species-level split.
Thunnus orientalis,Pacific bluefin tuna,Large pelagics (>=90 cm),Tuna & billfishes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Carcharhinus falciformis,Silky shark,Large sharks (>=90 cm),Sharks & rays,Chondrichthyans,,medium,analogue,Analyst inference: pelagic predatory shark corresponds to Chondrichthyans after the benthic elasmobranch pool is excluded (Tam 2008 p.354; Table E apex predatory fish).
Holothuriidae,Fleshy sea cucumbers,Other demersal invertebrates,Other fishes & inverts,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Brama brama,Atlantic pomfret,Medium bathypelagics (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,The 4-16 S coastal model lacks a documented deep pelagic stock or comparable feeding compartment for this taxon.
Mobula birostris,Giant manta,Large rays (>=90 cm),Sharks & rays,Chondrichthyans,,low,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Malacanthidae,Tilefishes,Medium demersals (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Medium demersals (30 - 89 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Marine groundfishes not identified,Groundfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Small demersal fish | Medium demersal fish | Medium sciaenids,,low,composite_split,"Analyst residual-catch composite, SAU Medium demersals (30 - 89 cm). Candidate residual groups are constrained by source habitat and Table E feeding guilds; dedicated stocks are excluded. Catch-composition weights are estimated, not a source species list."
Micromesistius australis,Southern blue whiting,Medium benthopelagics (30 - 89 cm),Cod-likes,Unresolved,,unresolved,none,"This is a southern/offshore demersal stock, not the explicitly modelled northern Peruvian hake Merluccius peruanus; the northern model has no corresponding named stock compartment."
Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Chub mackerel | Other large pelagic fish,0.690372817488 | 0.309627182512,medium,composite_split,Scombrid aggregate spans dedicated chub mackerel and other large pelagic predatory fishes including tuna/bonito (Tam 2008 p.353); fixed composition uses the identified scombrid genera.
Mustelus mento,Speckled smooth-hound,Large sharks (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Trichiurus lepturus,Largehead hairtail,Large benthopelagics (>=90 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Trichiurus lepturus; source size/habitat labels alone do not resolve its placement.
Clupeiformes,"Herrings, shads, anchovies",Small pelagics (<30 cm),Other fishes & inverts,Sardine | Anchovy | Other small pelagic fish,0.160816178685 | 0.830708835452 | 0.00847498586246,medium,composite_split,"Order-level catch spans sardine, Peruvian anchovy and other small pelagics (Tam 2008 p.353); fixed composition uses the identified members of this order."
Taliepus marginatus,Spider crabs,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Scorpaena histrio,Player scorpionfish,Small demersals (<30 cm),Scorpionfishes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Scorpaena histrio; source size/habitat labels alone do not resolve its placement.
Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Istiompax indica,Black marlin,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Billfish is outside the documented source examples and no oceanic billfish stock/feeding compartment is supplied; a coastal pelagic-piscivore analogy is insufficiently established.
Paralabrax,Sand basses,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst family/genus extension from source Paralabrax humeralis and Hemanthias peruanus to the Medium demersal fish pool (Tam 2008 p.353); species diets vary, so this is low confidence."
Carcharhinus longimanus,Oceanic whitetip shark,Large sharks (>=90 cm),Sharks & rays,Chondrichthyans,,medium,analogue,Analyst inference: pelagic predatory shark corresponds to Chondrichthyans after the benthic elasmobranch pool is excluded (Tam 2008 p.354; Table E apex predatory fish).
Diplectrum pacificum,Inshore sand perch,Small demersals (<30 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Diplectrum pacificum; source size/habitat labels alone do not resolve its placement.
Decapterus macrosoma,Shortfin scad,Medium pelagics (30 - 89 cm),Perch-likes,Other small pelagic fish,,low,analogue,"Analyst small schooling planktivorous/pelagic analogue to source Other small pelagic fish; the species is not in the source member list, and its SAU demersal/size class may differ."
Heteropriacanthus cruentatus,Glasseye,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Heteropriacanthus cruentatus; source size/habitat labels alone do not resolve its placement.
Paralomis,Spider crabs,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Diapterus peruvianus,Peruvian mojarra,Small demersals (<30 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Small demersals (<30 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Seriola rivoliana,Longfin yellowtail,Large benthopelagics (>=90 cm),Perch-likes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Sebastidae,"Rockfishes, rockcods, thornyheads",Medium demersals (30 - 89 cm),Scorpionfishes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Sebastidae; source size/habitat labels alone do not resolve its placement.
Tetrapturus angustirostris,Shortbill spearfish,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Billfish is outside the documented source examples and no oceanic billfish stock/feeding compartment is supplied; a coastal pelagic-piscivore analogy is insufficiently established.
Auxis rochei,Bullet tuna,Medium pelagics (30 - 89 cm),Tuna & billfishes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Ruvettus pretiosus,Oilfish,Large benthopelagics (>=90 cm),Perch-likes,Unresolved,,unresolved,none,The 4-16 S coastal model lacks a documented deep pelagic stock or comparable feeding compartment for this taxon.
Marine finfishes not identified,Finfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Small demersal fish | Medium demersal fish | Medium sciaenids,,low,composite_split,"Analyst residual-catch composite, SAU Medium demersals (30 - 89 cm). Candidate residual groups are constrained by source habitat and Table E feeding guilds; dedicated stocks are excluded. Catch-composition weights are estimated, not a source species list."
Fissurella picta,Large banded keyhole limpet,Other demersal invertebrates,Molluscs,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Polydactylus approximans,Blue bobo,Medium demersals (30 - 89 cm),Perch-likes,Medium demersal fish,,low,analogue,"Analyst benthic-invertebrate-feeding demersal lineage, SAU Medium demersals (30 - 89 cm), compared with the source Medium demersal fish guild (Supplement Table E); no exact membership documented."
Hemigrapsus crenulatus,Hairy-handed shore crab,"Lobsters, crabs",Crustaceans,Macrobenthos,,medium,taxonomic_containment,"Taxonomic/habitat containment in the single Macrobenthos pool, Tam (2008) p.353; no species list documents this exact taxon. Applying the northern pool to LME-wide benthic catches is an area transfer."
Alopias,Thresher sharks,Large sharks (>=90 cm),Sharks & rays,Chondrichthyans,,medium,analogue,Analyst inference: pelagic predatory shark corresponds to Chondrichthyans after the benthic elasmobranch pool is excluded (Tam 2008 p.354; Table E apex predatory fish).
Hexanchus griseus,Bluntnose sixgill shark,Large sharks (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Caranx,Jacks,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Caranx; source size/habitat labels alone do not resolve its placement.
Caranx lugubris,Black jack,Large benthopelagics (>=90 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Caranx lugubris; source size/habitat labels alone do not resolve its placement.
Bothidae,Lefteye flounders,Small to medium flatfishes (<90 cm),Flatfishes,Flatfish,,high,taxonomic_containment,Flatfish taxon falls within the source Flatfish pool; examples Paralichthys and Hippoglossina are given in Tam (2008) p.353.
Monacanthidae,Filefishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Monacanthidae; source size/habitat labels alone do not resolve its placement.
Myliobatidae,Eagle/manta rays,Large rays (>=90 cm),Sharks & rays,Benthic elasmobranchs | Chondrichthyans,,low,composite_split,Coarse cartilaginous-fish label spans source benthic elasmobranchs and apex Chondrichthyans; source does not supply a species-level split.
Auxis,Bullet and frigate tunas,Medium pelagics (30 - 89 cm),Tuna & billfishes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Actinopterygii,Ray-finned fishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Small demersal fish | Medium demersal fish | Medium sciaenids,,low,composite_split,"Analyst residual-catch composite, SAU Medium demersals (30 - 89 cm). Candidate residual groups are constrained by source habitat and Table E feeding guilds; dedicated stocks are excluded. Catch-composition weights are estimated, not a source species list."
Parapsettus panamensis,Panama spadefish,Small reef assoc. fish (<30 cm),Perch-likes,Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Parapsettus panamensis; source size/habitat labels alone do not resolve its placement.
Deania calceus,Birdbeak dogfish,Large sharks (>=90 cm),Sharks & rays,Benthic elasmobranchs,,medium,analogue,"Analyst habitat/feeding inference to benthic elasmobranchs or, for oceanic Mobula, the remaining Chondrichthyans pool (Tam 2008 pp.353-354; Table E separates benthivores from apex fish)."
Acanthocybium solandri,Wahoo,Large pelagics (>=90 cm),Perch-likes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Macrouridae,"Grenadiers, rattails",Medium benthopelagics (30 - 89 cm),Cod-likes,Unresolved,,unresolved,none,This coarse/deep demersal label can include southern gadiform stocks; no evidence justifies assigning all of it to the northern Peruvian hake stock.
Allothunnus fallai,Slender tuna,Large pelagics (>=90 cm),Tuna & billfishes,Other large pelagic fish,,medium,analogue,"Pelagic predatory fish extending the source Sarda/Coryphaena/Thunnus examples in Other large pelagic fish (Tam 2008 p.353); same feeding and water-column habitat, not a source-listed species."
Galaxias maculatus,Inanga,Large reef assoc. fish (>=90 cm),"Salmon, smelts, etc",Unresolved,,unresolved,none,No documented source member or sufficiently supported feeding-guild analogue established for Galaxias maculatus; source size/habitat labels alone do not resolve its placement.
