taxon,common_name,functional_group,commercial_group,group,weights,confidence,evidence,explanation
Thunnus tonggol,Longtail tuna,Large pelagics (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Penaeus indicus,Indian white prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Rhopilema esculentum,Flame jellyfish,Jellyfish,Other fishes & inverts,Jellyfish,,high,taxonomic_containment,Appendix 6.1.4 p.324 defines jellyfish as cnidarian medusae.
Clupeiformes,"Herrings, shads, anchovies",Small pelagics (<30 cm),Other fishes & inverts,Pelagic fish (≤ 30 cm) | Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,low,composite_split,Coarse clupeiform/clupeid catch can include species below and above the source 30 cm boundary; its SAU small-pelagic class does not prove all fish belong to small species. The large-species portion is split across source stanzas by period model catch.
Miichthys miiuy,Mi-iuy croaker,Medium demersals (30 - 89 cm),Perch-likes,Juvenile large croakers | Croakers (> 30 cm),model_catch,low,composite_split,Appendix 6.1.17-18 pp.333-335 separates small-species croakers and two large-croaker stanzas; Larimichthys crocea is explicitly large. For other sciaenids the candidate set uses SAU size only as inference; model_catch avoids an invented stage allocation.
Platycephalidae,Flatheads,Medium demersals (30 - 89 cm),Scorpionfishes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Lutjanidae,Snappers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Snappers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Snappers by this family or explicitly names Lutjanidae; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Chelidonichthys kumu,Bluefin gurnard,Medium demersals (30 - 89 cm),Scorpionfishes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Chirocentrus dorab,Dorab wolf-herring,Large benthopelagics (>=90 cm),Herring-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Parapenaeopsis,Leafy-legged shrimps,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Lutjanus malabaricus,Malabar blood snapper,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Snappers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Snappers by this family or explicitly names Lutjanus malabaricus; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Charybdis,Whirlpool swimming crabs,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Penaeus japonicus,Kuruma prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Caesionidae,Fusiliers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Trichiurus,Hairtails,Large benthopelagics (>=90 cm),Perch-likes,Juvenile Hairtail (trichiurids) | Adult hairtail (trichiurids),model_catch,medium,composite_split,"Appendix 6.1.12 pp.329-330 divides Trichiuridae at 18 months. Catch has no life-stage field; fixed juvenile/adult weights use this period model catch, retaining its reported selectivity."
Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Metapenaeus,Indo-Pacific prawns,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Pennahia,Pennah croakers,Medium benthopelagics (30 - 89 cm),Perch-likes,Croakers (≤ 30 cm),,high,explicit_member,Appendix 6.1 pp.327-335 defines Croakers (≤ 30 cm) by this family or explicitly names Pennahia; dedicated source placement overrides the SAU class Medium benthopelagics (30 - 89 cm).
Selar crumenophthalmus,Bigeye scad,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Penaeus,Tiger prawns,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Himantura,Whiprays,Large rays (>=90 cm),Sharks & rays,Demersal sharks and rays,,medium,habitat_size_guild,"Demersal/benthic ray or houndshark lineage matches the demersal elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Menidae,Moonfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Scolopsis,Monocle breams,Small reef assoc. fish (<30 cm),Perch-likes,Threadfin bream (nemipterids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Threadfin bream (nemipterids) by this family or explicitly names Scolopsis; dedicated source placement overrides the SAU class Small reef assoc. fish (<30 cm).
Siganus,Spinefoots,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Pagrus auratus,Silver seabream,Large demersals (>=90 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Nemipterus hexodon,Ornate threadfin bream,Small demersals (<30 cm),Perch-likes,Threadfin bream (nemipterids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Threadfin bream (nemipterids) by this family or explicitly names Nemipterus hexodon; dedicated source placement overrides the SAU class Small demersals (<30 cm).
Penaeus penicillatus,Redtail prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Thunnus obesus,Bigeye tuna,Large pelagics (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Muraenesocidae,Pike congers,Large demersals (>=90 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Dussumieria acuta,Rainbow sardine,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Pennahia argentata,Silver croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,Croakers (≤ 30 cm),,high,explicit_member,Appendix 6.1 pp.327-335 defines Croakers (≤ 30 cm) by this family or explicitly names Pennahia argentata; dedicated source placement overrides the SAU class Medium benthopelagics (30 - 89 cm).
Stephanolepis cirrhifer,Threadsail filefish,Small demersals (<30 cm),Other fishes & inverts,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Stromateidae,Butterfishes,Small benthopelagics (<30 cm),Perch-likes,Pomfret (stromateids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Pomfret (stromateids) by this family or explicitly names Stromateidae; dedicated source placement overrides the SAU class Small benthopelagics (<30 cm).
Lutjanus johnii,John's snapper,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Snappers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Snappers by this family or explicitly names Lutjanus johnii; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Saurida,Lizardfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Lizard fish (synodontids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Lizard fish (synodontids) by this family or explicitly names Saurida; dedicated source placement overrides the SAU class Medium demersals (30 - 89 cm).
Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Adult groupers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Adult groupers by this family or explicitly names Serranidae; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Tegillarca granosa,Granular ark,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Pristipomoides,Jobfishes,Medium demersals (30 - 89 cm),Perch-likes,Snappers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Snappers by this family or explicitly names Pristipomoides; dedicated source placement overrides the SAU class Medium demersals (30 - 89 cm).
Apogonidae,Cardinalfishes,Small reef assoc. fish (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Miscellaneous aquatic invertebrates,Aquatic invertebrates,Other demersal invertebrates,Other fishes & inverts,Polychaetes | Echinoderms | Benthic crustaceans | Non-ceph molluscs | Sessile/other invertebrates,,low,composite_split,Unidentified benthic invertebrates span the five benthos pools in Appendix 6.1.5 pp.324-325; the source does not establish narrower composition.
Scomber australasicus,Blue mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Sepia,Sepia cuttlefishes,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Epinephelus coioides,Orange-spotted grouper,Large reef assoc. fish (>=90 cm),Perch-likes,Adult groupers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Adult groupers by this family or explicitly names Epinephelus coioides; dedicated source placement overrides the SAU class Large reef assoc. fish (>=90 cm).
Larimichthys polyactis,Yellow croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,Croakers (≤ 30 cm) | Juvenile large croakers | Croakers (> 30 cm),model_catch,low,composite_split,Appendix 6.1.17-18 pp.333-335 separates small-species croakers and two large-croaker stanzas; Larimichthys crocea is explicitly large. For other sciaenids the candidate set uses SAU size only as inference; model_catch avoids an invented stage allocation.
Tetraodontidae,"Puffers, tobies",Large reef assoc. fish (>=90 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Exocoetidae,Flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,Analyst habitat/size inference: SAU small-pelagic class matches the source <=30 cm pelagic pool after dedicated source taxa were handled (Appendix 6.1.23 p.338).
Upeneus,Upeneid goatfishes,Small reef assoc. fish (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Seriola,Amberjacks,Large benthopelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Conger myriaster,Whitespotted conger,Medium demersals (30 - 89 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Mugil,Grey mullets,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Psettodes erumei,Indian halibut,Small to medium flatfishes (<90 cm),Flatfishes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Flatfishes are demersal, but SAU <90 cm band does not distinguish the source <=30 cm species pool from >30 cm juvenile/adult fish; all three residual demersal pools remain candidates."
Acetes,Acetes shrimps,Shrimps,Crustaceans,Zooplankton,,high,explicit_member,"Appendix 6.1.3 p.323 explicitly records Acetes spp. (Mo shrimp) catch in Zooplankton, overriding the SAU shrimp class."
Cypselurus poecilopterus,Yellowing flyingfish,Small pelagics (<30 cm),Other fishes & inverts,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,Analyst habitat/size inference: SAU small-pelagic class matches the source <=30 cm pelagic pool after dedicated source taxa were handled (Appendix 6.1.23 p.338).
Decapterus russelli,Indian scad,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Scomberoides,Queenfishes,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Caranx,Jacks,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Muraenesox,Congers,Large demersals (>=90 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Cephalopholis boenak,Chocolate hind,Small reef assoc. fish (<30 cm),Perch-likes,Adult groupers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Adult groupers by this family or explicitly names Cephalopholis boenak; dedicated source placement overrides the SAU class Small reef assoc. fish (<30 cm).
Decapterus maruadsi,Japanese scad,Small pelagics (<30 cm),Perch-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,Analyst habitat/size inference: SAU small-pelagic class matches the source <=30 cm pelagic pool after dedicated source taxa were handled (Appendix 6.1.23 p.338).
Veneridae,Venus clams,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Isurus,Mako sharks,Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Sphyraenidae,Barracudas,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Mene maculata,Moonfish,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Chirocentrus,Wolf herrings,Large pelagics (>=90 cm),Herring-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Portunus,Swimmer crabs,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Pleuronectiformes,Flatfishes,Small to medium flatfishes (<90 cm),Flatfishes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Flatfishes are demersal, but SAU <90 cm band does not distinguish the source <=30 cm species pool from >30 cm juvenile/adult fish; all three residual demersal pools remain candidates."
Paralichthys olivaceus,Bastard halibut,Large flatfishes (>=90 cm),Flatfishes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Flatfishes are demersal, but SAU <90 cm band does not distinguish the source <=30 cm species pool from >30 cm juvenile/adult fish; all three residual demersal pools remain candidates."
Polynemidae,Threadfins,Small demersals (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Caranx ignobilis,Giant trevally,Large reef assoc. fish (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Pomadasys,Grunters,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Gastropoda,Sea snails,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Psenopsis anomala,Pacific rudderfish,Small benthopelagics (<30 cm),Perch-likes,Melon seed,,high,explicit_member,Appendix 6.1 pp.327-335 defines Melon seed by this family or explicitly names Psenopsis anomala; dedicated source placement overrides the SAU class Small benthopelagics (<30 cm).
Platycephalus indicus,Bartail flathead,Medium demersals (30 - 89 cm),Scorpionfishes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Ommastrephidae,Arrow squids,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Gobiidae,Gobies,Small reef assoc. fish (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Cephea,Cepheid jellyfishes,Jellyfish,Other fishes & inverts,Jellyfish,,high,taxonomic_containment,Appendix 6.1.4 p.324 defines jellyfish as cnidarian medusae.
Haemulidae,"Grunts, sweetlips, bonnetmouths",Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Mytilidae,Sea mussels,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Upeneus moluccensis,Goldband goatfish,Small reef assoc. fish (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Perna viridis,Brown mussel,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Terapon,Terapons,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Pampus chinensis,Chinese silver pomfret,Medium benthopelagics (30 - 89 cm),Perch-likes,Pomfret (stromateids),,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Pomfret (stromateids) by this family or explicitly names Pampus chinensis; dedicated source placement overrides the SAU class Medium benthopelagics (30 - 89 cm).
Rhizostomeae,Oral arm jellyfishes,Jellyfish,Other fishes & inverts,Jellyfish,,high,taxonomic_containment,Appendix 6.1.4 p.324 defines jellyfish as cnidarian medusae.
Sillago,Smelt-whitings,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Scyllaridae,Slipper lobsters,"Lobsters, crabs",Crustaceans,Benthic crustaceans,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Anodontostoma chacunda,Chacunda gizzard shad,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Echinoidea,"Sea urchins, sea hedgehogs",Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Ariomma indica,Indian driftfish,Small benthopelagics (<30 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Lutjanus quinquelineatus,Five-lined snapper,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Snappers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Snappers by this family or explicitly names Lutjanus quinquelineatus; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Platycaranx talamparoides,Imposter trevally,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Planiliza haematocheilus,So-iny mullet,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Plotosus,Eel catfishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Hemiramphus,Halfbeaks,Medium pelagics (30 - 89 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
