taxon,common_name,functional_group,commercial_group,group,weights,confidence,evidence,explanation
Zeus faber,John dory,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Dem L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Raja miraletus,Brown ray,Small to medium rays (<90 cm),Sharks & rays,Sélaciens M prof,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Umbrina canariensis,Canary drum,Medium demersals (30 - 89 cm),Perch-likes,Dem L inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Makaira nigricans,Blue marlin,Large pelagics (>=90 cm),Tuna & billfishes,Thons majeurs,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Dem M pred,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Serranidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Selar crumenophthalmus,Bigeye scad,Medium pelagics (30 - 89 cm),Perch-likes,Pel S inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Ablennes hians,Flat needlefish,Large pelagics (>=90 cm),Other fishes & inverts,Pel L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Soleidae,Soles,Small to medium flatfishes (<90 cm),Flatfishes,Côtier M inv | Côtier S inv,,medium,composite_split,Family catch spans the union of all Table 6 member groups belonging to Soleidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Decapterus punctatus,Round scad,Medium benthopelagics (30 - 89 cm),Perch-likes,Pel S inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Auxis,Bullet and frigate tunas,Medium pelagics (30 - 89 cm),Tuna & billfishes,Thons mineurs,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Dentex macrophthalmus,Large-eye dentex,Medium benthopelagics (30 - 89 cm),Perch-likes,Dem M pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Sphyrna zygaena,Smooth hammerhead,Large sharks (>=90 cm),Sharks & rays,Sélaciens L prof,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Octopus,"Octopuses, pikas",Cephalopods,Other fishes & inverts,Céphalopodes,,high,taxonomic_containment,"Source p.125 explicitly includes all cephalopods, including octopus, cuttlefish and squid."
Gobiidae,Gobies,Small reef assoc. fish (<30 cm),Perch-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Carcharhinus,Sharp-nosed sharks,Large sharks (>=90 cm),Sharks & rays,Sélaciens L côtiers | Sélaciens L prof,,medium,composite_split,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Trachinotus ovatus,Pompano,Medium pelagics (30 - 89 cm),Perch-likes,Côtier pel L pred,,medium,analogue,"Species not individually listed: its genus has one documented Table 6 group, supported by the catch's Medium pelagics (30 - 89 cm) class. Congeneric extension is inference."
Pseudotolithus senegallus,Law croaker,Large demersals (>=90 cm),Perch-likes,Bars,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Mugil cephalus,Flathead grey mullet,Large benthopelagics (>=90 cm),Perch-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Ocypode cursor,Tufted ghost crab,"Lobsters, crabs",Crustaceans,Crustacés,,high,taxonomic_containment,WoRMS crustacean taxonomy and SAU shrimp/crab/lobster class agree with the source Crustacés definition on p.125.
Callinectes marginatus,Marbled swimcrab,"Lobsters, crabs",Crustaceans,Crustacés,,high,taxonomic_containment,WoRMS crustacean taxonomy and SAU shrimp/crab/lobster class agree with the source Crustacés definition on p.125.
Mytilidae,Sea mussels,Other demersal invertebrates,Molluscs,Benthos,,high,taxonomic_containment,Non-cephalopod benthic molluscs and echinoderms are explicitly included in Benthos on p.126.
Seriola dumerili,Greater amberjack,Large reef assoc. fish (>=90 cm),Perch-likes,Côtier pel L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Merluccius polli,Benguela hake,Medium bathydemersals (30 - 89 cm),Cod-likes,Dem L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Cymbium,Volutes,Other demersal invertebrates,Molluscs,Benthos,,high,taxonomic_containment,Non-cephalopod benthic molluscs and echinoderms are explicitly included in Benthos on p.126.
Mugil,Grey mullets,Medium demersals (30 - 89 cm),Perch-likes,Dem M inv | Mulets,,medium,composite_split,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Epinephelus aeneus,White grouper,Large demersals (>=90 cm),Perch-likes,Dem L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Pomadasys incisus,Bastard grunt,Medium demersals (30 - 89 cm),Perch-likes,Côtier M inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Aristaeopsis edwardsiana,Scarlet shrimp,Shrimps,Crustaceans,Crustacés,,high,taxonomic_containment,WoRMS crustacean taxonomy and SAU shrimp/crab/lobster class agree with the source Crustacés definition on p.125.
Plectorhinchus mediterraneus,Rubberlip grunt,Medium demersals (30 - 89 cm),Perch-likes,Dem M inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Istiophoridae,Billfishes,Large pelagics (>=90 cm),Tuna & billfishes,Thons majeurs,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Istiophoridae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Brotula barbata,Bearded brotula,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Dentex angolensis,Angolan dentex,Small demersals (<30 cm),Perch-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Sphyraena afra,Guinean barracuda,Large pelagics (>=90 cm),Perch-likes,Côtier pel L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Coryphaena hippurus,Common dolphinfish,Large pelagics (>=90 cm),Perch-likes,Pel L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Centrophorus,Gulper shark dogfishes,Large sharks (>=90 cm),Sharks & rays,Unresolved,,unresolved,none,The source separates selacians by size and coastal/deep occurrence; this taxon is absent from Table 6 and catch size class cannot establish that model-specific depth/guild placement. Table 7 analogues alone are insufficient membership evidence.
Scorpaenidae,"Scorpionfishes, rockfishes",Large reef assoc. fish (>=90 cm),Scorpionfishes,Côtier S pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Isurus oxyrinchus,Shortfin mako,Large sharks (>=90 cm),Sharks & rays,Sélaciens L prof,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Lutjanus endecacanthus,Guinea snapper,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Côtier L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Scorpaeniformes,"Scorpionfishes, flatheads",Medium demersals (30 - 89 cm),Scorpionfishes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Mullidae,Goatfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Dem M inv,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Mullidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Carcharhinidae,Requiem sharks,Large sharks (>=90 cm),Sharks & rays,Sélaciens L côtiers | Sélaciens L prof,,medium,composite_split,Family catch spans the union of all Table 6 member groups belonging to Carcharhinidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Guentherus altivela,Jellynose,Large bathydemersals (>=90 cm),Other fishes & inverts,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Lobotes surinamensis,Tripletail,Large benthopelagics (>=90 cm),Perch-likes,Côtier L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Lethrinus atlanticus,Atlantic emperor,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Côtier M inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Sphyrna,Hammerhead sharks,Large sharks (>=90 cm),Sharks & rays,Sélaciens L prof,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Rhinobatos,Guitarfishes,Large rays (>=90 cm),Sharks & rays,Sélaciens L côtiers | Sélaciens M côtiers,,medium,composite_split,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Lithognathus mormyrus,Sand steenbras,Medium benthopelagics (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Palinuridae,Spiny lobsters,"Lobsters, crabs",Crustaceans,Crustacés,,high,taxonomic_containment,WoRMS crustacean taxonomy and SAU shrimp/crab/lobster class agree with the source Crustacés definition on p.125.
Raja,"Stingrays, skates",Small to medium rays (<90 cm),Sharks & rays,Sélaciens L prof | Sélaciens M prof,,medium,composite_split,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Pomatomus saltatrix,Bluefish,Large pelagics (>=90 cm),Perch-likes,Côtier pel L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Parapenaeopsis atlantica,Guinea shrimp,Shrimps,Crustaceans,Crustacés,,high,taxonomic_containment,WoRMS crustacean taxonomy and SAU shrimp/crab/lobster class agree with the source Crustacés definition on p.125.
Hemiramphus brasiliensis,Ballyhoo halfbeak,Medium pelagics (30 - 89 cm),Other fishes & inverts,Côtier pel S inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Kajikia albida,Atlantic white marlin,Large pelagics (>=90 cm),Tuna & billfishes,Thons majeurs,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Trichiurus,Hairtails,Large benthopelagics (>=90 cm),Perch-likes,Côtier L pred,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Brama brama,Atlantic pomfret,Medium bathypelagics (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Pagrus caeruleostictus,Bluespotted seabream,Large benthopelagics (>=90 cm),Perch-likes,Dem L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Gerres,Silver biddies,Small benthopelagics (<30 cm),Perch-likes,Côtier S inv,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Carcharhinus limbatus,Blacktip shark,Large sharks (>=90 cm),Sharks & rays,Sélaciens L côtiers,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Merluccius,Hakes,Medium bathydemersals (30 - 89 cm),Cod-likes,Dem L pred,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Torpedinidae,Electric rays,Small to medium rays (<90 cm),Sharks & rays,Sélaciens L côtiers | Sélaciens L prof | Sélaciens M côtiers,,medium,composite_split,Family catch spans the union of all Table 6 member groups belonging to Torpedinidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Peristediidae,"Armored searobins, gurnards",Medium bathydemersals (30 - 89 cm),Scorpionfishes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Eucinostomus melanopterus,Flagfin mojarra,Large reef assoc. fish (>=90 cm),Perch-likes,Côtier S pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Hemiramphidae,"Halfbeaks, garfishes",Medium pelagics (30 - 89 cm),Other fishes & inverts,Côtier pel S inv,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Hemiramphidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Sphyraena barracuda,Great barracuda,Large pelagics (>=90 cm),Perch-likes,Côtier pel L pred,,medium,analogue,"Species not individually listed: its genus has one documented Table 6 group, supported by the catch's Large pelagics (>=90 cm) class. Congeneric extension is inference."
Decapoda,"Crabs, lobsters, shrimps","Lobsters, crabs",Crustaceans,Crustacés,,high,taxonomic_containment,"Source p.125 explicitly includes commercial/noncommercial shrimp, lobsters and crabs in Crustacés."
Tetraodontidae,"Puffers, tobies",Large reef assoc. fish (>=90 cm),Other fishes & inverts,Côtier L pred | Dem M pred | Dem S inv,,medium,composite_split,Family catch spans the union of all Table 6 member groups belonging to Tetraodontidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Dentex congoensis,Congo dentex,Medium demersals (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Triglidae,"Searobins, gurnards",Medium demersals (30 - 89 cm),Scorpionfishes,Bathy SM inv | Dem M inv | Dem M pred,,medium,composite_split,Family catch spans the union of all Table 6 member groups belonging to Triglidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Muraenidae,Moray eels,Large reef assoc. fish (>=90 cm),Other fishes & inverts,Côtier L pred | Côtier M pred,,medium,composite_split,Family catch spans the union of all Table 6 member groups belonging to Muraenidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Penaeus kerathurus,Caramote prawn,Shrimps,Crustaceans,Crustacés,,high,taxonomic_containment,WoRMS crustacean taxonomy and SAU shrimp/crab/lobster class agree with the source Crustacés definition on p.125.
Lichia amia,Leerfish,Large pelagics (>=90 cm),Perch-likes,Côtier pel L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Pomadasys rogerii,Pigsnout grunt,Medium benthopelagics (30 - 89 cm),Perch-likes,Côtier M inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Sphyrna mokarran,Great hammerhead,Large sharks (>=90 cm),Sharks & rays,Sélaciens L prof,,medium,analogue,"Species not individually listed: its genus has one documented Table 6 group, supported by the catch's Large sharks (>=90 cm) class. Congeneric extension is inference."
Holocentridae,"Squirrel-, soldierfishes",Small reef assoc. fish (<30 cm),Other fishes & inverts,Dem S inv,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Holocentridae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Pellonula leonensis,Smalltoothed pellonula,Small pelagics (<30 cm),Herring-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Plectorhinchus macrolepis,Biglip grunt,Medium benthopelagics (30 - 89 cm),Perch-likes,Côtier M inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Makaira,Blue marlins,Large pelagics (>=90 cm),Tuna & billfishes,Thons majeurs,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Albulidae,Bonefishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,Côtier pel L pred,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Albulidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Epinephelus marginatus,Dusky grouper,Large reef assoc. fish (>=90 cm),Perch-likes,Dem L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Epinephelus goreensis,Dungat grouper,Large demersals (>=90 cm),Perch-likes,Dem L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Abudefduf,Sergeants,Small reef assoc. fish (<30 cm),Perch-likes,Côtier S inv,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Priacanthus,Bigeyes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Dem M pred,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Octopodidae,Octopuses,Cephalopods,Other fishes & inverts,Céphalopodes,,high,taxonomic_containment,"Source p.125 explicitly includes all cephalopods, including octopus, cuttlefish and squid."
Boops boops,Bogue,Medium demersals (30 - 89 cm),Perch-likes,Dem M inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Ginglymostoma cirratum,Nurse shark,Large sharks (>=90 cm),Sharks & rays,Unresolved,,unresolved,none,The source separates selacians by size and coastal/deep occurrence; this taxon is absent from Table 6 and catch size class cannot establish that model-specific depth/guild placement. Table 7 analogues alone are insufficient membership evidence.
Galeocerdo cuvier,Tiger shark,Large sharks (>=90 cm),Sharks & rays,Sélaciens L côtiers,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Gempylidae,Snake mackerels,Large benthopelagics (>=90 cm),Perch-likes,Bathy L pred,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Gempylidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Xiphiidae,Swordfishes,Large pelagics (>=90 cm),Tuna & billfishes,Thons majeurs,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Xiphiidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Spondyliosoma cantharus,Black seabream,Medium benthopelagics (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Batoidea,"Batoids, skates, rays, sawfishes",Large rays (>=90 cm),Sharks & rays,Sélaciens L prof | Sélaciens L côtiers | Sélaciens M prof | Sélaciens M côtiers,,medium,composite_split,Ray members occur in all four selacian groups in Table 6; coastal and depth size classes all have explicit ray representatives.
Caranx senegallus,Senegal jack,Medium benthopelagics (30 - 89 cm),Perch-likes,Côtier pel L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Rhinobatidae,"Guitarfishes, fanrays",Large rays (>=90 cm),Sharks & rays,Sélaciens L côtiers | Sélaciens M côtiers,,medium,composite_split,Family catch spans the union of all Table 6 member groups belonging to Rhinobatidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Lophiidae,Goosefishes,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,Bathy L pred | Dem M pred,,medium,composite_split,Family catch spans the union of all Table 6 member groups belonging to Lophiidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Tetrapturus pfluegeri,Longbill spearfish,Large pelagics (>=90 cm),Tuna & billfishes,Thons majeurs,,medium,analogue,"Species not individually listed: its genus has one documented Table 6 group, supported by the catch's Large pelagics (>=90 cm) class. Congeneric extension is inference."
Gadiformes,Cods,Medium benthopelagics (30 - 89 cm),Cod-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Pagrus africanus,Southern common seabream,Medium benthopelagics (30 - 89 cm),Perch-likes,Dem L pred,,medium,analogue,"Species not individually listed: its genus has one documented Table 6 group, supported by the catch's Medium benthopelagics (30 - 89 cm) class. Congeneric extension is inference."
Loliginidae,Common pencil squids,Cephalopods,Other fishes & inverts,Céphalopodes,,high,taxonomic_containment,"Source p.125 explicitly includes all cephalopods, including octopus, cuttlefish and squid."
Actinopterygii,Ray-finned fishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Côtier L pred | Côtier M pred | Côtier M inv | Côtier S pred | Côtier S inv | Dem L pred | Dem L inv | Dem M pred | Dem M inv | Dem S pred | Dem S inv,,low,composite_split,"Broad ray-finned fish centred on the SAU medium-demersal class; restrict to broad coastal and shelf guilds with adjacent sizes, excluding named single stocks and offshore/bathyal pools."
Trachurus capensis,Cape horse mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Pel S inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Gerreidae,"Mojarras, silverbellies",Small benthopelagics (<30 cm),Perch-likes,Côtier S inv | Côtier S pred,,medium,composite_split,Family catch spans the union of all Table 6 member groups belonging to Gerreidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Sphyraena guachancho,Guachanche barracuda,Large pelagics (>=90 cm),Perch-likes,Côtier pel L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Calappa rubroguttata,Spotted box crab,"Lobsters, crabs",Crustaceans,Crustacés,,high,taxonomic_containment,WoRMS crustacean taxonomy and SAU shrimp/crab/lobster class agree with the source Crustacés definition on p.125.
Abudefduf saxatilis,Sergeant-major,Small reef assoc. fish (<30 cm),Perch-likes,Côtier S inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Callinectes pallidus,Gladiator swimcrab,"Lobsters, crabs",Crustaceans,Crustacés,,high,taxonomic_containment,WoRMS crustacean taxonomy and SAU shrimp/crab/lobster class agree with the source Crustacés definition on p.125.
Stromateidae,Butterfishes,Small benthopelagics (<30 cm),Perch-likes,Côtier S pred,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Stromateidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Myliobatidae,Eagle/manta rays,Large rays (>=90 cm),Sharks & rays,Sélaciens L côtiers,,medium,taxonomic_containment,Family catch spans the union of all Table 6 member groups belonging to Myliobatidae under WoRMS. Every candidate is supported by a source member; source placement outranks SAU habitat class.
Lagocephalus laevigatus,Smooth puffer,Medium pelagics (30 - 89 cm),Other fishes & inverts,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Bathygobius soporator,Frillfin goby,Large reef assoc. fish (>=90 cm),Perch-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Dicologlossa cuneata,Wedge sole,Small to medium flatfishes (<90 cm),Flatfishes,Côtier S inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Lutjanus agennes,African red snapper,Large reef assoc. fish (>=90 cm),Perch-likes,Côtier L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Loligo,Common squids,Cephalopods,Other fishes & inverts,Céphalopodes,,high,taxonomic_containment,"Source p.125 explicitly includes all cephalopods, including octopus, cuttlefish and squid."
Istiophorus,Sailfishes,Large pelagics (>=90 cm),Tuna & billfishes,Thons majeurs,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Carcharhinus brevipinna,Spinner shark,Large sharks (>=90 cm),Sharks & rays,Unresolved,,unresolved,none,The source separates selacians by size and coastal/deep occurrence; this taxon is absent from Table 6 and catch size class cannot establish that model-specific depth/guild placement. Table 7 analogues alone are insufficient membership evidence.
Congridae,"Conger, garden eels",Large demersals (>=90 cm),Other fishes & inverts,Dem L pred,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Scorpaena,Scorpionfishes,Large reef assoc. fish (>=90 cm),Scorpionfishes,Dem M pred,,medium,taxonomic_containment,Genus-level catch spans exactly the Table 6 groups containing its documented species. No habitat class overrides those placements.
Dasyatis pastinaca,Common stingray,Large rays (>=90 cm),Sharks & rays,Sélaciens M côtiers,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Berycidae,"Alfonsinos, redfishes",Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,Unresolved,,unresolved,none,This taxon is absent from Table 6 and lacks a unique documented guild/depth placement. A family or genus analogue may span several groups; habitat class alone cannot select the feeding guild.
Gerres nigri,Guinean striped mojarra,Small benthopelagics (<30 cm),Perch-likes,Côtier S inv,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
Rhinobatos rhinobatos,Common guitarfish,Large rays (>=90 cm),Sharks & rays,Sélaciens L côtiers,,high,explicit_member,Guénette & Diallo 2004 Table 6 p.131 explicitly lists this taxon in the named group(s); printed and accepted names checked against WoRMS.
