source_article_id,title,doi,landing_page,zotero_key,zotero_doi,zotero_url,download_attempt_count,download_status,main_file_status,downloaded_file_count,download_failure_reason
LME011-Alms-2019,The Gulf of Nicoya (Costa Rica) Fisheries System: Two Decades of Change,10.1002/mcf2.10050,https://onlinelibrary.wiley.com/doi/10.1002/mcf2.10050,,,,7,downloaded_verified,downloaded_verified,1,
LME017-Wolff-2006,Biomass flow structure and resource potential of two mangrove estuaries: insights from comparative modelling in Costa Rica and Brazil,,https://tropicalstudies.org/rbt/attachments/suppls/sup54-1%20EACR%20IV/Wolff%20M%20-%20Biomass%20flow%20structure.pdf,,,,2,downloaded_verified,downloaded_verified,2,
LME014-OcampoReinaldo-2016,Assessing the effects of demersal fishing and conservation strategies of marine mammals over a Patagonian food web,10.1016/j.ecolmodel.2015.10.025,https://ri.conicet.gov.ar/handle/11336/39210,,,,4,downloaded_verified,downloaded_verified,1,
LME016-Freire-2008,Description of the East Brazil Large Marine Ecosystem using a trophic model,10.3989/scimar.2008.72n3477,https://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/view/1005,,,,8,downloaded_verified,downloaded_verified,1,
LME022-Mackinson-2007,An ecosystem model of the North Sea to support an ecosystem approach to fisheries management: description and parameterisation,,https://www.cefas.co.uk/publications/techrep/tech142.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME022-Hill-2021,"Modelling the trophic interaction, structure, and function of the northern North Sea food web: Ecopath Technical Report",,https://pure.uhi.ac.uk/en/publications/modelling-the-trophic-interaction-structure-and-function-of-the-n/,,,,3,downloaded_verified,downloaded_verified,1,
LME022-Pint-2024,Ecopath model of the Southern Bight of the North Sea (version 3),10.48470/74,https://marineinfo.org/en/imis?module=ref&refid=391943,,,,5,downloaded_verified,downloaded_verified,2,
LME023-Scott-2022,Ecosystem-based fisheries management increases catch and carbon sequestration through recovery of exploited stocks: The western Baltic Sea case study,10.3389/fmars.2022.879998,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2022.879998/full,,,,11,downloaded_verified,downloaded_verified,4,
LME024-Hernvann-2020,The Celtic Sea Through Time and Space: Ecosystem Modeling to Unravel Fishing and Climate Change Impacts on Food-Web Structure and Dynamics,10.3389/fmars.2020.578717,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2020.578717/full,,,,8,downloaded_verified,downloaded_verified,2,
LME025-Torres-2019,Modelling the impact of deep-water crustacean trawl fishery in the marine ecosystem off Portuguese Southwestern and South Coasts: I) the trophic web and trophic flows,10.48550/arXiv.1903.11458,https://arxiv.org/abs/1903.11458,,,,4,downloaded_verified,downloaded_verified,1,
LME026-Piroddi-2017,Historical changes of the Mediterranean Sea ecosystem: modelling the role and impact of primary productivity and fisheries changes over time,10.1038/srep44491,https://www.nature.com/articles/srep44491,,,,7,downloaded_verified,downloaded_verified,4,
LME027-Villanueva-2004,An Ecopath model of the Sine-Saloum Delta biosphere reserve (Senegal),,https://horizon.documentation.ird.fr/exl-doc/pleins_textes/divers13-01/010056023.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME028-Gascuel-2009,Impact de la peche sur l'ecosysteme marin de Guinee - Modelisation EwE 1985/2005,,https://halieutique.institut-agro.fr/files/fichiers/pdf/3506.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME029-Roux-2004,Ecosystem approach to fisheries management in the northern Benguela: the Namibian experience,10.2989/18142320409504051,https://www.tandfonline.com/doi/full/10.2989/18142320409504051,,,,5,downloaded_verified,downloaded_verified,1,
LME029-Heymans-2004,"Changes in the northern Benguela ecosystem over three decades: 1970s, 1980s and 1990s",10.1016/j.ecolmodel.2003.09.006,https://www.vliz.be/imisdocs/publications/55194.pdf,,,,2,downloaded_verified,downloaded_verified,1,
LME030-Silva-1993,The Maputo Bay Ecosystem (Mozambique),,https://ecobase.ecopath.org/php/protect/base_model.php?action=base&model=248,,,,3,downloaded_verified,downloaded_verified,1,
LME031-Wabnitz-2020,"Ecosystem modelling to support fisheries management efforts in the Nyali-Mombasa area, coastal Kenya",10.14288/1.0395032,https://doi.org/10.14288/1.0395032,,,,9,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LME033-Tesfamichael-2012,Assessment of the Red Sea ecosystem with emphasis on fisheries,10.14288/1.0072911,https://www.collectionscanada.gc.ca/obj/thesescanada/vol2/BVAU/TC-BVAU-42797.pdf,,,,5,downloaded_verified,downloaded_verified,1,
LME034-Dutta-2023,Food web structure and trophic interactions of the Northern Bay of Bengal ecosystem,10.1016/j.rsma.2023.102861,https://www.sciencedirect.com/science/article/pii/S2352485523000506,,,,3,downloaded_verified,downloaded_verified,1,
LME034-Guenette-2013,An exploratory ecosystem model of the Bay of Bengal Large Marine Ecosystem,,https://www.boblme.org/documentRepository/Bengal%20report%2028april2014.pdf,,,,3,downloaded_verified,downloaded_verified,1,
LME034-Karim-2018,"ECOSYSTEM MODELING OF THE RESETTLED MARITIME AREA OF THE BAY OF BENGAL, BANGLADESH THROUGH WELL-ADJUSTED ECOPATH APPROACH",10.15666/aeer/1603_31713196,https://www.aloki.hu/pdf/1603_31713196.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME035-Premcharoen-2012,"Ecopath Model of the Mae Klong Estuary, Inner Gulf of Thailand",10.4027/gpebfm.2012.01,https://seagrant.uaf.edu/bookstore/pubs/item.php?id=11952,,,,4,downloaded_verified,downloaded_verified,2,
LME037-Bacalso-2014,Trophic flow structure of the Danajon ecosystem (Central Philippines) and impacts of illegal and destructive fishing practices,10.1016/j.jmarsys.2014.05.014,https://doi.org/10.1016/j.jmarsys.2014.05.014,,,,5,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LME037-Bacalso-2016,"Effort reallocation of illegal fishing operations: A profitable scenario for the municipal fisheries of Danajon Bank, Central Philippines",10.1016/j.ecolmodel.2016.01.015,https://fenix.ciencias.ulisboa.pt/downloadFile/2251937252641209/Effort-reallocation-of-illegal-fishing-operations--A-profitabl_2016_Ecologic.pdf,,,,2,downloaded_verified,downloaded_verified,1,
LME037-Bacalso-2026,Ecological and economic perspectives of two decades of change in a traditional fishing ground in the Philippines,10.1016/j.ocecoaman.2025.108027,https://cris.leibniz-zmt.de/id/eprint/6047/,,,,4,downloaded_verified,downloaded_verified,2,
LME038-Zainuri-1999,A mass-balance trophic flow model at Awur Bay in the northern central Java Sea,,https://ejournal.undip.ac.id/index.php/coastdev/article/view/5483,,,,3,downloaded_verified,downloaded_verified,1,
LME038-Nurhakim-2003,"Marine Fisheries Resources of the North Coast of Central Java, Indonesia: An Ecosystem Analysis",,https://digitalarchive.worldfishcenter.org/server/api/core/bitstreams/5436c26d-004a-4233-8d5d-6a3d720687fc/content,,,,1,downloaded_verified,downloaded_verified,1,
LME039-Griffiths-2011,Simulated ecological effects of demersal trawling on the Gulf of Carpentaria ecosystem,,https://www.frdc.com.au/sites/default/files/products/2005-050-DLD.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME040-Gribble-2005,Ecosystem Modelling Of The Great Barrier Reef: A Balanced Trophic Biomass Approach,,https://era.daf.qld.gov.au/id/eprint/11101/,,,,3,downloaded_verified,downloaded_verified,1,
LME041-Fondo-2015,Banning Fisheries Discards Abruptly Has a Negative Impact on the Population Dynamics of Charismatic Marine Megafauna,10.1371/journal.pone.0144543,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0144543,,,,15,downloaded_verified,downloaded_verified,6,
LME042-Fulton-2002,"Ecosim Case Study: Port Phillip Bay, Australia",,https://www.seaaroundus.org/doc/publications/books-and-reports/2002/Pitcher-et-al-Ecosystem-Models.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME043-WAMSI-2024,"Using conceptual, qualitative and quantitative ecosystem models to characterise the trophic structure, ecosystem attributes and functioning of Cockburn Sound",,https://wamsi.org.au/wp-content/uploads/2024/04/WWMSP_1.3_-Conceptual_qualitative_quantitative_ecosystem_models_FINAL.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME044-Fulton-2011,Ningaloo Collaboration Cluster: Adaptive Futures for Ningaloo,,https://ningaloo-atlas.org.au/sites/default/files/Adaptive%20futures%20for%20Ningaloo.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME047-Cheng-2009,Mass-balance ecosystem model of the East China Sea,10.1016/j.pnsc.2009.03.003,https://www.sciencedirect.com/science/article/pii/S1002007109001695,,,,8,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
LME047-Li-2012,Fisheries impact on the East China Sea Shelf ecosystem for 1969–2000,10.1007/s10152-011-0278-8,https://link.springer.com/article/10.1007/s10152-011-0278-8,,,,11,downloaded_verified,no_verified_main_file,1,
LME048-Gao-2022,Comparison of Marine Ecosystems of Haizhou Bay and Lvsi Fishing Ground in China Based on the Ecopath Model,10.3390/w14091397,https://www.mdpi.com/2073-4441/14/9/1397,,,,4,downloaded_verified,downloaded_verified,1,
LME054-Whitehouse-2016,Trophic structure of the eastern Chukchi Sea: An updated mass balance food web model,10.7289/V5/TM-AFSC-318,https://repository.library.noaa.gov/view/noaa/9107,,,,4,downloaded_verified,downloaded_verified,2,
LME055-Hoover-2021,Canadian Beaufort Sea Shelf Food Web Structure and Changes from 1970–2012,,https://publications.gc.ca/collections/collection_2021/mpo-dfo/Fs97-13-1313-eng.pdf,,,,2,downloaded_verified,downloaded_verified,1,
LME059-Sonjudottir-2024,Modelling the food web in Icelandic waters,,https://www.hafogvatn.is/static/research/files/modelling-the-food-web-in-icelandic-waters.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME059-Mendy-1998,Trophic modelling as a tool to evaluate and manage Iceland’s multispecies fisheries,,https://www.grocentre.is/ftp/moya/gro/index/publication/trophic-modelling-as-a-tool-to-evaluate-and-manage-icelands-multispecies-fisheries,,,,3,downloaded_verified,downloaded_verified,1,
LME061-Dahood-2019,Using sea-ice to calibrate a dynamic trophic model for the Western Antarctic Peninsula,10.1371/journal.pone.0214814,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0214814,,,,33,downloaded_verified,downloaded_verified,21,
LME063-Hoover-2012,Effects of harvest and climate change on polar marine ecosystems: Case studies from the Antarctic Peninsula and Hudson Bay,,https://library-archives.canada.ca/eng/services/services-libraries/theses/Pages/item.aspx?idNumber=1033158617,,,,3,downloaded_verified,downloaded_verified,1,
LME062-Akoglu-2023,Ecological indicators reveal historical regime shifts in the Black Sea ecosystem,10.7717/peerj.15649,https://pmc.ncbi.nlm.nih.gov/articles/PMC10348305/,,,,8,downloaded_verified,downloaded_verified,1,
LME065-Guenette-2006,"Ecosystem models show combined effects of fishing, predation, competition, and ocean productivity on Steller sea lions (Eumetopias jubatus) in Alaska",10.1139/f06-136,https://ecobase.ecopath.org/php/protect/base_model.php?action=base&model=252,,,,3,downloaded_verified,downloaded_verified,1,
LME066-Mohammed-2001,A preliminary model for the Lancaster Sound region in the 1980s,,https://epub.sub.uni-hamburg.de/epub/volltexte/2011/12279/pdf/9_4.pdf,,,,2,downloaded_verified,downloaded_verified,1,
LME032-Vivekanandan-2003,Trophic Model of the Coastal Fisheries Ecosystem of the Southwest Coast of India,,https://eprints.cmfri.org.in/8510/1/Chapter-14-Fa.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME032-Mohamed-2009,Prediction and modelling of marine fishery yields from the Arabian Sea off Karnataka using Ecosim,,https://eprints.cmfri.org.in/6253/1/IJMS_38%281%29_69-76.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME032-Mohamed-2024,An Ecopath model of the northeastern Arabian Sea (Maharashtra and Gujarat coasts) with emphasis on small pelagic herbivores,,https://www.marin-trust.com/sites/marintrust/files/2025-06/Annex%203%20AN%20ECOPATH%20MODEL%20OF%20THE%20NORTHEASTERN%20ARABIAN%20SEA_0.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME036-Dongzhaigang-2023,"A preliminary model of the mangrove ecosystem of Dongzhaigang Bay, Hainan, (China) based on Ecopath and Ecospace",10.3389/fmars.2023.1277226,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2023.1277226/pdf,,,,6,downloaded_verified,downloaded_verified,3,
LME036-Xisha-2022,"Effects of ocean warming and fishing on the coral reef ecosystem: A case study of Xisha Islands, South China Sea",10.3389/fmars.2022.1046106,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2022.1046106/pdf,,,,4,downloaded_verified,downloaded_verified,1,
LME036-PearlRanch-2026,Ecosystem characteristics and ecological carrying capacity of a subtropical marine ranch in the pearl river estuary: an ecopath modeling approach,10.3389/fmars.2026.1744551,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2026.1744551/pdf,,,,5,downloaded_verified,downloaded_verified,2,
LME036-Pitcher-2000,Marine Reserves and the Restoration of Fisheries and Marine Ecosystems in the South China Sea,,https://www.ecomarres.com/downloads/marinereserves.pdf,,,,1,downloaded_verified,downloaded_verified,1,
LME036-DeepSeep-2020,Trophic model of a deep-sea ecosystem with methane seeps in the South China Sea,10.1016/j.dsr.2020.103251,https://www.sciencedirect.com/science/article/pii/S096706372030039X,,,,6,no_verified_file,no_verified_main_file,0,No source file verified in this archive. See source link and retrieval log; this is not proof that the material is unavailable everywhere.
