taxon,common_name,functional_group,commercial_group,group,weights,confidence,evidence,explanation
Chelidonichthys kumu,Bluefin gurnard,Medium demersals (30 - 89 cm),Scorpionfishes,Benthivores,,high,explicit_member,Supplementary Table S1 lists Chelidonichthys kumu under Benthivores.
Nibea mitsukurii,Honnibe croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,Omnivores,,high,taxonomic_containment,Supplementary Table S1 lists Nibea albiflora in Omnivores; this record is another species of that listed genus.
Saurida tumbil,Greater lizardfish,Medium demersals (30 - 89 cm),Other fishes & inverts,Piscivores,,high,explicit_member,Supplementary Table S1 lists Saurida tumbil under Piscivores.
Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Benthivores,,low,analogue,"Mullets are detritus and benthic microalgae feeders and the model has no herbivore or detritivore fish compartment; placed in the only bottom-feeding guild, with the diet mismatch noted."
Coryphaena,Dolphinfishes,Large pelagics (>=90 cm),Perch-likes,Piscivores,,high,taxonomic_containment,Supplementary Table S1 lists Coryphaena hippurus in Piscivores; this genus-level record is that genus.
Thunnus alalunga,Albacore,Large pelagics (>=90 cm),Tuna & billfishes,Piscivores,,medium,habitat_size_guild,"Albacore is an epipelagic piscivore, the functional type Supplementary Table S1 places in Piscivores as Auxis thazard and Coryphaena hippurus."
Platycephalus indicus,Bartail flathead,Medium demersals (30 - 89 cm),Scorpionfishes,Piscivores,,medium,habitat_size_guild,Bartail flathead is a sand-ambush predator taking mainly fish and large shrimps.
Mactridae,Mactra surf clams,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Muraenesocidae,Pike congers,Large demersals (>=90 cm),Other fishes & inverts,Piscivores,,high,taxonomic_containment,Supplementary Table S1 lists the muraenesocid Muraenesox cinereus in Piscivores; this family record is that family.
Squalidae,Dogfish sharks,Large sharks (>=90 cm),Sharks & rays,Sharks,,high,taxonomic_containment,"Dogfish sharks fall inside the model's Sharks group, which Supplementary Table S1 represents by Scoliodon laticaudus and which is the model's only shark compartment."
Seriola lalandi,Yellowtail amberjack,Large benthopelagics (>=90 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Yellowtail amberjack is a large carangid piscivore taking mainly fish and squid, matching the model's fish-eating guild rather than the plankton-and-fish scad guild."
Portunidae,Swimming crabs,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Swimming crabs fall inside the model's Crabs group, which Supplementary Table S1 fills with six portunids (Portunus trituberculatus, Charybdis feriatus, C. bimaculata, P. sanguinolentus, C. acuta, P. argentatus)."
Pagrus auratus,Silver seabream,Large demersals (>=90 cm),Perch-likes,Omnivores,,medium,habitat_size_guild,"Silver seabream is a sparid generalist on benthic invertebrates and small fish, following the sparid placement of Supplementary Table S1."
Thunnus obesus,Bigeye tuna,Large pelagics (>=90 cm),Tuna & billfishes,Piscivores,,medium,habitat_size_guild,"Bigeye tuna is an epipelagic and mesopelagic piscivore, the guild Supplementary Table S1 fills with Auxis thazard and Coryphaena hippurus."
Haemulidae,"Grunts, sweetlips, bonnetmouths",Medium demersals (30 - 89 cm),Perch-likes,Benthivores,,medium,habitat_size_guild,"Grunts are demersal feeders on benthic crustaceans, polychaetes and molluscs, matching the Benthivores definition of Supplementary Table S1. This corrects an inherited assignment to Benthivores/piscivores, which the family's diet does not support."
Gastropoda,Sea snails,Other demersal invertebrates,Molluscs,Mollusks,,medium,taxonomic_containment,"Sea snails fall inside the model's Mollusks group by name, but Supplementary Table S1 states its composition as bivalves only, so a gastropod is included on the group's taxonomic name rather than on its listed membership."
Holothuroidea,Sea cucumbers,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Sea cucumbers fall inside the model's Echinoderms group, which Supplementary Table S1 represents by Ophiuroidea and which is the model's only echinoderm compartment."
Penaeus japonicus,Kuruma prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,"Kuruma prawn fall inside the model's Shrimps group, which Supplementary Table S1 fills with thirteen penaeid, solenocerid, sergestid and caridean species including Metapenaeus joyneri, Parapenaeopsis hardwickii and Metapenaeopsis barbata."
Mytilidae,Sea mussels,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Penaeidae,Commercial shrimps and prawns,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,"Penaeid prawns fall inside the model's Shrimps group, which Supplementary Table S1 fills with thirteen penaeid, solenocerid, sergestid and caridean species including Metapenaeus joyneri, Parapenaeopsis hardwickii and Metapenaeopsis barbata."
Trichiuridae,Cutlassfishes,Large benthopelagics (>=90 cm),Perch-likes,Hairtails,,medium,taxonomic_containment,"Family record for the trichiurids. Supplementary Table S1 defines Hairtails as Trichiurus lepturus and places two other trichiurids (Lepturacanthus savala, Tentoriceps cristatus) in Piscivores, but T. lepturus is essentially the whole East China Sea hairtail landing, so the record is not split."
Parastromateus niger,Black pomfret,Medium benthopelagics (30 - 89 cm),Perch-likes,Planktivores/piscivores,,high,explicit_member,Supplementary Table S1 lists Parastromateus niger under Planktivores/piscivores.
Miichthys miiuy,Mi-iuy croaker,Medium demersals (30 - 89 cm),Perch-likes,Benthivores/piscivores,,high,explicit_member,Supplementary Table S1 lists Miichthys miiuy under Benthivores/piscivores.
Nemopilema nomurai,Nomura jelly,Jellyfish,Other fishes & inverts,Other invertebrates,,high,explicit_member,Supplementary Table S1 defines the model's Other invertebrates group as 'Cnidaria'. Nomura's jellyfish are scyphozoan cnidarians and this is the model's only compartment for them.
Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Planktivores/piscivores,,high,taxonomic_containment,Supplementary Table S1 lists Decapterus maruadsi in Planktivores/piscivores; this genus-level record is that genus.
Gadus chalcogrammus,Alaska pollock,Medium benthopelagics (30 - 89 cm),Cod-likes,Planktivores/piscivores,,low,analogue,"Walleye pollock is a midwater feeder on euphausiids and small fish, the functional type of the model's mixed plankton-and-fish guild. No gadid appears in Supplementary Table S1 and the species is at the northern margin of the East China Sea, so this is analogy."
Branchiostegus japonicus,Horsehead tilefish,Medium demersals (30 - 89 cm),Perch-likes,Benthivores/piscivores,,medium,habitat_size_guild,"Japanese horsehead is a burrow-dwelling demersal predator on shrimps, crabs, polychaetes and small fish, matching the model's mixed benthivore-piscivore guild."
Meretrix lusoria,Japanese hard clam,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Gadidae,"Cods, haddocks",Medium demersals (30 - 89 cm),Cod-likes,Benthivores/piscivores | Planktivores/piscivores,,low,composite_split,"Family-level record for a northern family the model does not name. True cods are large demersal generalists on fish and benthic invertebrates (Benthivores/piscivores) and walleye pollock is a midwater euphausiid-and-fish feeder (Planktivores/piscivores); the record is split between the two functional equivalents. No cod appears anywhere in Supplementary Table S1, so this is analogy, not the paper."
Scomberomorus guttatus,Indo-Pacific king mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Piscivores,,high,explicit_member,Supplementary Table S1 lists Scomberomorus guttatus under Piscivores.
Tegillarca granosa,Granular ark,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Menidae,Moonfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Planktivores/piscivores,,high,taxonomic_containment,"Supplementary Table S1 lists Mene maculata in Planktivores/piscivores; Menidae is a monogeneric family, so the family record is that species."
Scorpaenidae,"Scorpionfishes, rockfishes",Large reef assoc. fish (>=90 cm),Scorpionfishes,Benthivores/piscivores,,medium,habitat_size_guild,"Scorpionfishes are demersal ambush predators taking benthic crustaceans and small fish, matching the model's mixed benthivore-piscivore guild."
Ommastrephidae,Arrow squids,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Flying squids fall inside the model's Cephalopods group, whose members Supplementary Table S1 gives as ten squid, cuttlefish and octopus species (Uroteuthis edulis, Sepia esculenta, Octopus ocellatus, Ommastrephes bartrami and others)."
Veneridae,Venus clams,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Meretrix,Hard clams,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Miscellaneous aquatic invertebrates,Aquatic invertebrates,Other demersal invertebrates,Other fishes & inverts,Mollusks | Echinoderms | Other invertebrates,,medium,composite_split,"Aggregate invertebrate landing classed Other demersal invertebrates. Supplementary Table S1 defines Mollusks as bivalves, Echinoderms as ophiuroids and Other invertebrates as cnidarians; these are the model's three harvested non-crustacean benthic compartments. Apportioned by the catch composition of the identified invertebrates in this LME."
Ariidae,"Sea catfishes, coblers",Medium demersals (30 - 89 cm),Other fishes & inverts,Benthivores/piscivores,,medium,habitat_size_guild,"Sea catfishes are demersal generalists on benthic invertebrates and small fish, matching the mixed benthivore-piscivore guild."
Mene maculata,Moonfish,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Planktivores/piscivores,,high,explicit_member,Supplementary Table S1 lists Mene maculata (spelled 'Mene maculate') under Planktivores/piscivores.
Acanthopagrus schlegelii,Blackhead seabream,Medium demersals (30 - 89 cm),Perch-likes,Omnivores,,high,explicit_member,Supplementary Table S1 lists Acanthopagrus schlegelii under Omnivores.
Octopus,"Octopuses, pikas",Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"The genus Octopus fall inside the model's Cephalopods group, whose members Supplementary Table S1 gives as ten squid, cuttlefish and octopus species (Uroteuthis edulis, Sepia esculenta, Octopus ocellatus, Ommastrephes bartrami and others)."
Apostichopus japonicus,Japanese sea cucumber,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"The Japanese sea cucumber fall inside the model's Echinoderms group, which Supplementary Table S1 represents by Ophiuroidea and which is the model's only echinoderm compartment."
Arctoscopus japonicus,Japanese sandfish,Small bathydemersals (<30 cm),Perch-likes,Benthivores/piscivores,,low,analogue,"Sailfin sandfish is a demersal shelf species taking planktonic crustaceans and small fish; no trichodontid appears in Supplementary Table S1, so the mixed benthivore-piscivore guild is an analogue placement."
Batoidea,"Batoids, skates, rays, sawfishes",Large rays (>=90 cm),Sharks & rays,Benthivores,,medium,habitat_size_guild,"Supplementary Table S1 places the model's two batoids, Narcine lingula and Dasyatis zugei, in Benthivores; the model has no separate ray group, so a rays-and-skates record goes there."
Perciformes,Perch-likes,Medium demersals (30 - 89 cm),Perch-likes,Benthivores | Piscivores | Planktivores/piscivores | Benthivores/piscivores | Omnivores,,medium,composite_split,"Order-level record spanning every multi-species finfish guild in the model: Supplementary Table S1 lists perciforms in Benthivores (Johnius, Parapercis, Uranoscopus), Piscivores (Scomberomorus, Sphyraena, Coryphaena), Planktivores/piscivores (Decapterus, Trachurus, Pampus), Benthivores/piscivores (Nemipterus, Atrobucca, Miichthys) and Omnivores (Nibea, Acanthopagrus, Caranx). Restricted to those five by the record's Medium demersals (30 - 89 cm) class and weighted by their catch composition."
Ostreidae,True oysters,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Portunus,Swimmer crabs,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"The genus Portunus fall inside the model's Crabs group, which Supplementary Table S1 fills with six portunids (Portunus trituberculatus, Charybdis feriatus, C. bimaculata, P. sanguinolentus, C. acuta, P. argentatus)."
Penaeus penicillatus,Redtail prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,"Redtail prawn fall inside the model's Shrimps group, which Supplementary Table S1 fills with thirteen penaeid, solenocerid, sergestid and caridean species including Metapenaeus joyneri, Parapenaeopsis hardwickii and Metapenaeopsis barbata."
Thunnus orientalis,Pacific bluefin tuna,Large pelagics (>=90 cm),Tuna & billfishes,Piscivores,,medium,habitat_size_guild,"Pacific bluefin tuna is a large pelagic piscivore, the guild Supplementary Table S1 fills with Auxis thazard and Coryphaena hippurus."
Liparis tanakae,Tanaka's snailfish,Medium demersals (30 - 89 cm),Scorpionfishes,Benthivores/piscivores,,medium,habitat_size_guild,"Tanaka's snailfish is a large demersal predator on shrimps, crabs and small fish, matching the mixed benthivore-piscivore guild."
Trachurus,"Jacks, horse mackerels",Medium pelagics (30 - 89 cm),Perch-likes,Planktivores/piscivores,,high,taxonomic_containment,Supplementary Table S1 lists Trachurus japonicus in Planktivores/piscivores; this genus-level record is that genus.
Hyporhamphus sajori,Japanese halfbeak,Medium pelagics (30 - 89 cm),Other fishes & inverts,Omnivores,,medium,habitat_size_guild,"Japanese halfbeak takes both drifting algae and zooplankton, a mixed diet matching the model's omnivore guild."
Kajikia audax,Striped marlin,Large pelagics (>=90 cm),Tuna & billfishes,Piscivores,,low,analogue,"Striped marlin is an oceanic piscivore placed in the model's fish-eating guild by analogy with the oceanic predators Supplementary Table S1 lists there (Coryphaena hippurus, Auxis thazard); no billfish appears in the paper."
Clupea pallasii,Pacific herring,Medium pelagics (30 - 89 cm),Herring-likes,Planktivores,,medium,habitat_size_guild,Pacific herring is a zooplanktivore; Supplementary Table S1 places the clupeid Sardinella aurita in Planktivores.
Sepia,Sepia cuttlefishes,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"The genus Sepia fall inside the model's Cephalopods group, whose members Supplementary Table S1 gives as ten squid, cuttlefish and octopus species (Uroteuthis edulis, Sepia esculenta, Octopus ocellatus, Ommastrephes bartrami and others)."
Haliotidae,"Abalones, ear shells",Other demersal invertebrates,Molluscs,Mollusks,,medium,taxonomic_containment,"Abalones fall inside the model's Mollusks group by name, but Supplementary Table S1 states its composition as bivalves only, so a gastropod is included on the group's taxonomic name rather than on its listed membership."
Metapenaeus,Indo-Pacific prawns,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,"The genus Metapenaeus fall inside the model's Shrimps group, which Supplementary Table S1 fills with thirteen penaeid, solenocerid, sergestid and caridean species including Metapenaeus joyneri, Parapenaeopsis hardwickii and Metapenaeopsis barbata."
Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Seabasses and groupers are ambush piscivores, matching the model's fish-eating guild."
Pleuronectiformes,Flatfishes,Small to medium flatfishes (<90 cm),Flatfishes,Benthivores | Benthivores/piscivores,,medium,composite_split,"Order-level flatfish record. Supplementary Table S1 places the model's one named flatfish, Cynoglossus joyneri, in Benthivores/piscivores; the pleuronectid and paralichthyid flatfishes that make up most East China Sea flatfish landings are benthic invertebrate feeders matching Benthivores. Apportioned by catch composition."
Scomberomorus commerson,Narrow-barred Spanish mackerel,Large pelagics (>=90 cm),Perch-likes,Piscivores,,high,taxonomic_containment,"Supplementary Table S1 lists two congeners, Scomberomorus niphonius and S. guttatus, in Piscivores."
Engraulidae,"Anchovies, round herrings",Small pelagics (<30 cm),Anchovies,Planktivores,,medium,habitat_size_guild,"Family record. Four of the five engraulids Supplementary Table S1 names sit in Planktivores (Thryssa x3, Stolephorus commersonnii) and the East China Sea engraulid landing is almost entirely Engraulis japonicus, an obligate zooplanktivore, so the record is not split with Planktivores/Benthivores (Setipinna tenuifilis)."
Metapenaeus joyneri,Shiba shrimp,Shrimps,Crustaceans,Shrimps,,high,explicit_member,Supplementary Table S1 lists Metapenaeus joyneri under Shrimps.
Kyphosidae,"Sea chubs, knifefishes, niblers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Omnivores,,medium,habitat_size_guild,"Sea chubs feed on benthic algae with an invertebrate component, the broadest diet in the model's fish guilds and the only one Omnivores can accommodate."
Marine finfishes not identified,Finfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Benthivores | Piscivores | Planktivores/piscivores | Benthivores/piscivores | Omnivores,,medium,composite_split,Unidentified finfish record classed by Sea Around Us as Medium demersals (30 - 89 cm); apportioned across the model's five multi-species guilds whose listed members are medium demersal or benthopelagic fish. Planktivores is excluded on size (every species Supplementary Table S1 lists there is under 30 cm) and Planktivores/Benthivores on habitat (its listed members are pelagic). Weighted by the catch composition of the identified taxa on those five groups.
Oplegnathus fasciatus,Barred knifejaw,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Benthivores,,medium,habitat_size_guild,"Barred knifejaw crushes barnacles, mussels and sea urchins with fused beak-like teeth; it is a hard-shelled benthos specialist, not a piscivore, so it belongs in Benthivores. This corrects an inherited assignment to Benthivores/piscivores."
Cardiidae,Cockles,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Benthivores/piscivores,,medium,habitat_size_guild,"Emperors take hard-shelled benthic invertebrates and fish, matching the mixed benthivore-piscivore guild."
Chondrichthyes,"Sharks, rays, chimaeras",Large sharks (>=90 cm),Sharks & rays,Sharks | Benthivores,,medium,composite_split,"Class-level record. Supplementary Table S1 puts the model's only shark, Scoliodon laticaudus, in Sharks and its two batoids, Narcine lingula and Dasyatis zugei, in Benthivores; there is no separate ray group. Apportioned by catch composition."
Parapristipoma trilineatum,Chicken grunt,Small pelagics (<30 cm),Perch-likes,Planktivores/Benthivores,,medium,habitat_size_guild,"Chicken grunt forms midwater schools feeding on zooplankton and takes benthic invertebrates as well; Sea Around Us classes it Small pelagics, so the mixed plankton-and-benthos guild fits it better than the demersal Benthivores group where the rest of the Haemulidae sit."
Evynnis tumifrons,Yellowback seabream,Medium demersals (30 - 89 cm),Perch-likes,Omnivores,,medium,habitat_size_guild,"Yellowback seabream is a sparid generalist on benthic invertebrates and small fish, following the sparid placement of Supplementary Table S1."
Scyllaridae,Slipper lobsters,"Lobsters, crabs",Crustaceans,Crabs,,medium,analogue,"Slipper lobsters have no group of their own in this model and do not appear in Supplementary Table S1. They are placed with Crabs, the only large reptant decapod compartment, following the East China Sea shelf model of Li and Zhang (2012), whose crab group explicitly pooled 'also the lobsters'."
Xiphias gladius,Swordfish,Large pelagics (>=90 cm),Tuna & billfishes,Piscivores,,low,analogue,"Swordfish is an oceanic piscivore. The model is a shelf-sea model but its Piscivores group does include oceanic predators (Coryphaena hippurus, Auxis thazard) Supplementary Table S1, so the record is placed there rather than discarded; the fit is by analogy only."
Epinephelus coioides,Orange-spotted grouper,Large reef assoc. fish (>=90 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Orange-spotted grouper is an ambush piscivore, matching the model's fish-eating guild."
Gobiidae,Gobies,Small reef assoc. fish (<30 cm),Perch-likes,Benthivores,,medium,habitat_size_guild,"Gobies are small demersal feeders on benthic invertebrates, matching the Benthivores roster of Supplementary Table S1."
Ariomma indica,Indian driftfish,Small benthopelagics (<30 cm),Perch-likes,Planktivores/piscivores,,medium,habitat_size_guild,"Indian driftfish is a small benthopelagic stromateoid feeding on zooplankton and small nekton, the guild Supplementary Table S1 fills with Pampus and Psenopsis anomala."
Platycaranx talamparoides,Imposter trevally,Medium pelagics (30 - 89 cm),Perch-likes,Planktivores/piscivores,,medium,habitat_size_guild,Carangid scad taking zooplankton and small fish; the guild Supplementary Table S1 gives Decapterus maruadsi and Trachurus japonicus.
Decapterus russelli,Indian scad,Medium pelagics (30 - 89 cm),Perch-likes,Planktivores/piscivores,,high,taxonomic_containment,Supplementary Table S1 lists the congener Decapterus maruadsi in Planktivores/piscivores.
Panulirus,Spiny lobsters,"Lobsters, crabs",Crustaceans,Crabs,,medium,analogue,"Spiny lobsters have no group of their own in this model and do not appear in Supplementary Table S1. They are placed with Crabs, the only large reptant decapod compartment, following the East China Sea shelf model of Li and Zhang (2012), whose crab group explicitly pooled 'also the lobsters'."
Niphon spinosus,Ara,Medium demersals (30 - 89 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Ara, a large demersal serranoid ambush predator on fish and squid, matching the model's fish-eating guild."
Chanos chanos,Milkfish,Large benthopelagics (>=90 cm),Other fishes & inverts,Omnivores,,low,analogue,"Milkfish grazes benthic algal mats, detritus and small invertebrates. The model has no herbivore or detritivore fish group, so the omnivore guild is the closest fit; the wild East China Sea catch of this largely farmed species is small and the placement is an analogy."
Istiompax indica,Black marlin,Large pelagics (>=90 cm),Tuna & billfishes,Piscivores,,low,analogue,Black marlin is an oceanic piscivore placed in the model's fish-eating guild by analogy; no billfish appears in Supplementary Table S1.
Panulirus longipes,Longlegged spiny lobster,"Lobsters, crabs",Crustaceans,Crabs,,medium,analogue,"Longlegged spiny lobster have no group of their own in this model and do not appear in Supplementary Table S1. They are placed with Crabs, the only large reptant decapod compartment, following the East China Sea shelf model of Li and Zhang (2012), whose crab group explicitly pooled 'also the lobsters'."
Sillaginidae,Smelt-whitings,Medium demersals (30 - 89 cm),Perch-likes,Benthivores,,medium,habitat_size_guild,"Sillagos are sand-burrowing feeders on polychaetes and small crustaceans, the Benthivores type of Supplementary Table S1."
Lateolabracidae,Asian seaperches,Large demersals (>=90 cm),Perch-likes,Benthivores/piscivores,,medium,habitat_size_guild,"Family record for Lateolabrax, a coastal predator on shrimps and fish, matching the mixed benthivore-piscivore guild."
Ammodytes,Sand eels,Large reef assoc. fish (>=90 cm),Perch-likes,Planktivores,,medium,habitat_size_guild,"Sandlances are small copepod feeders matching the Planktivores guild; the Sea Around Us size class on this genus record is inconsistent with the genus, whose species are all under 30 cm."
Cypselurus,Cypselurid flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,Planktivores,,medium,habitat_size_guild,Flyingfish genus; epipelagic zooplanktivores matching the model's plankton-feeding guild.
Gymnocranius,Largeeye breams,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Benthivores/piscivores,,medium,habitat_size_guild,"Large-eye breams take hard-shelled benthic invertebrates and small fish, matching the mixed benthivore-piscivore guild."
Muraenidae,Moray eels,Large reef assoc. fish (>=90 cm),Other fishes & inverts,Piscivores,,medium,habitat_size_guild,Moray eels are crevice ambush predators on fish and cephalopods; Supplementary Table S1 places the comparable large eel Muraenesox cinereus in Piscivores.
Ibacus ciliatus,Sand Crayfish,"Lobsters, crabs",Crustaceans,Crabs,,medium,analogue,"The Japanese fan lobster have no group of their own in this model and do not appear in Supplementary Table S1. They are placed with Crabs, the only large reptant decapod compartment, following the East China Sea shelf model of Li and Zhang (2012), whose crab group explicitly pooled 'also the lobsters'."
Scylla serrata,Indo-Pacific swamp crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Giant mud crab fall inside the model's Crabs group, which Supplementary Table S1 fills with six portunids (Portunus trituberculatus, Charybdis feriatus, C. bimaculata, P. sanguinolentus, C. acuta, P. argentatus)."
Istiophoridae,Billfishes,Large pelagics (>=90 cm),Tuna & billfishes,Piscivores,,low,analogue,Billfish family record placed in the model's fish-eating guild by analogy with the oceanic predators Supplementary Table S1 lists there; no billfish appears in the paper.
Megalaspis cordyla,Torpedo scad,Medium pelagics (30 - 89 cm),Perch-likes,Planktivores/piscivores,,medium,habitat_size_guild,"Torpedo scad is a carangid feeding on planktonic crustaceans and small fish, matching the Decapterus/Trachurus guild of Supplementary Table S1."
Hexagrammos otakii,Fat grrenling,Small pelagics (<30 cm),Scorpionfishes,Benthivores,,medium,habitat_size_guild,"Fat greenling is a demersal feeder on polychaetes, small crustaceans and molluscs, matching the Benthivores roster of Supplementary Table S1."
Mizuhopecten yessoensis,Yesso scallop,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Platycaranx malabaricus,Malabar trevally,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Planktivores/piscivores,,medium,habitat_size_guild,Carangid scad taking zooplankton and small fish; the guild Supplementary Table S1 gives Decapterus maruadsi and Trachurus japonicus.
Rachycentridae,Cobias,Large pelagics (>=90 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Cobia is a large coastal pelagic predator on fish, crabs and squid, matching the model's fish-eating guild."
Haliotis,Abalones,Other demersal invertebrates,Molluscs,Mollusks,,medium,taxonomic_containment,"Abalones fall inside the model's Mollusks group by name, but Supplementary Table S1 states its composition as bivalves only, so a gastropod is included on the group's taxonomic name rather than on its listed membership."
Sillago,Smelt-whitings,Medium demersals (30 - 89 cm),Perch-likes,Benthivores,,medium,habitat_size_guild,"Sillago feed on polychaetes and small crustaceans dug from sand, matching Benthivores."
Hemiramphidae,"Halfbeaks, garfishes",Medium pelagics (30 - 89 cm),Other fishes & inverts,Omnivores,,medium,habitat_size_guild,"Halfbeaks take both drifting plant material and zooplankton, matching the model's omnivore guild."
Hypoptychus dybowskii,Korean sandlance,Small benthopelagics (<30 cm),Other fishes & inverts,Planktivores,,medium,habitat_size_guild,"The sand eel Hypoptychus dybowskii is an 8 cm schooling copepod feeder, matching the small zooplanktivore roster Supplementary Table S1 gives Planktivores."
Bramidae,Pomfrets,Medium pelagics (30 - 89 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Pomfrets of the family Bramidae are oceanic predators on fish, squid and crustaceans, matching the model's fish-eating guild."
Penaeus monodon,Giant tiger prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,"Giant tiger prawn fall inside the model's Shrimps group, which Supplementary Table S1 fills with thirteen penaeid, solenocerid, sergestid and caridean species including Metapenaeus joyneri, Parapenaeopsis hardwickii and Metapenaeopsis barbata."
Acanthocybium solandri,Wahoo,Large pelagics (>=90 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Wahoo is a scombrid piscivore, the guild Supplementary Table S1 fills with Scomberomorus niphonius and Auxis thazard."
Saurida undosquamis,Brushtooth lizardfish,Medium demersals (30 - 89 cm),Other fishes & inverts,Piscivores,,high,taxonomic_containment,Supplementary Table S1 lists the congener Saurida tumbil in Piscivores.
Beryx splendens,Splendid alfonsino,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Piscivores,,medium,habitat_size_guild,"Splendid alfonsino is a deep-slope predator on fish, squid and large crustaceans."
Auxis rochei,Bullet tuna,Medium pelagics (30 - 89 cm),Tuna & billfishes,Piscivores,,high,taxonomic_containment,Supplementary Table S1 lists the congener Auxis thazard in Piscivores.
Scorpaeniformes,"Scorpionfishes, flatheads",Medium demersals (30 - 89 cm),Scorpionfishes,Benthivores | Benthivores/piscivores,,medium,composite_split,"Order-level record. Supplementary Table S1 places the scorpaeniforms Chelidonichthys kumu and Lepidotrigla hime in Benthivores; the rockfishes and flatheads that make up the rest of the order's landings are ambush predators on benthos and small fish, matching Benthivores/piscivores. Apportioned by catch composition."
Epinephelus maculatus,Highfin grouper,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Highfin grouper is an ambush piscivore, matching the model's fish-eating guild."
Isurus,Mako sharks,Large sharks (>=90 cm),Sharks & rays,Sharks,,high,taxonomic_containment,"Mako sharks fall inside the model's Sharks group, which Supplementary Table S1 represents by Scoliodon laticaudus and which is the model's only shark compartment."
Dussumieria elopsoides,Slender rainbow sardine,Small pelagics (<30 cm),Herring-likes,Planktivores,,medium,habitat_size_guild,"Small dussumieriid zooplanktivore, functionally the same as Sardinella aurita, which Supplementary Table S1 lists in Planktivores."
Chirocentrus dorab,Dorab wolf-herring,Large benthopelagics (>=90 cm),Herring-likes,Piscivores,,medium,habitat_size_guild,"Dorab wolf-herring is a fully piscivorous clupeiform with fang-like teeth, unlike the filter-feeding clupeids Supplementary Table S1 places in Planktivores."
